12/09/2010,1,4,7,10,21,43
12/09/2010,3,7,12,20,32,38
15/09/2010,0,21,33,36,43,45
15/09/2010,4,8,20,23,26,37
15/09/2010,6,18,21,34,38,43
15/09/2010,2,11,20,26,28,37
19/09/2010,0,7,12,15,17,23
19/09/2010,6,15,17,21,38,43
19/09/2010,1,2,11,18,29,38
19/09/2010,1,13,26,31,32,36
22/09/2010,0,4,22,27,32,38
22/09/2010,1,2,13,19,32,45
22/09/2010,6,9,14,18,25,31
22/09/2010,6,7,22,35,37,44
26/09/2010,6,18,23,29,30,40
26/09/2010,4,12,17,22,31,35
26/09/2010,6,20,24,25,28,43
26/09/2010,0,12,25,31,36,44
29/09/2010,1,4,10,21,25,32
29/09/2010,2,14,21,23,37,40
29/09/2010,9,14,20,22,38,43
29/09/2010,3,8,12,25,34,42
03/10/2010,4,5,17,23,25,41
03/10/2010,9,21,26,33,34,42
03/10/2010,4,16,20,24,27,33
03/10/2010,20,21,24,42,43,45
06/10/2010,14,20,22,31,39,40
06/10/2010,9,12,23,34,35,43
06/10/2010,7,20,26,39,42,43
06/10/2010,0,6,17,29,32,44
10/10/2010,0,3,12,17,19,44
10/10/2010,2,10,11,29,42,43
10/10/2010,1,10,19,28,31,43
10/10/2010,5,7,28,35,43,44
13/10/2010,3,14,16,19,28,32
13/10/2010,18,20,23,25,26,34
13/10/2010,1,16,23,25,36,42
13/10/2010,8,10,31,38,39,42
17/10/2010,0,16,24,37,39,40
17/10/2010,2,9,21,25,40,41
17/10/2010,0,20,37,38,40,44
17/10/2010,5,28,30,32,39,42
20/10/2010,3,10,13,30,31,35
20/10/2010,6,10,16,28,33,36
20/10/2010,22,25,31,32,37,45
20/10/2010,9,23,26,31,34,41
24/10/2010,1,5,6,12,13,23
24/10/2010,16,19,26,27,29,34
24/10/2010,7,10,23,24,34,45
24/10/2010,13,14,22,30,36,41
26/10/2010,7,10,13,24,26,43
26/10/2010,8,12,15,23,26,43
26/10/2010,6,10,23,37,38,39
26/10/2010,10,14,15,31,39,43
31/10/2010,9,18,22,23,42,44
31/10/2010,0,4,17,18,22,45
31/10/2010,0,2,4,20,25,44
31/10/2010,8,13,22,31,39,43
03/11/2010,21,30,31,36,39,45
03/11/2010,23,24,27,28,42,45
03/11/2010,5,22,24,31,33,45
03/11/2010,6,7,19,23,35,39
07/11/2010,0,3,21,27,32,39
07/11/2010,2,6,30,40,43,45
07/11/2010,23,26,30,36,39,41
07/11/2010,15,18,21,38,42,43
10/11/2010,2,11,14,16,37,38
10/11/2010,2,8,15,17,29,38
10/11/2010,3,10,13,22,31,36
10/11/2010,2,9,13,15,22,35
14/11/2010,15,26,27,29,33,37
14/11/2010,8,32,33,36,42,44
14/11/2010,6,10,19,28,37,38
14/11/2010,11,13,18,22,24,41
17/11/2010,6,25,34,35,40,43
17/11/2010,8,17,18,32,33,38
17/11/2010,12,13,18,20,27,42
17/11/2010,9,10,18,20,27,28
21/11/2010,6,19,29,32,39,45
21/11/2010,7,12,20,29,31,35
21/11/2010,12,24,25,28,38,39
21/11/2010,2,19,20,27,28,29
24/11/2010,1,9,24,27,41,44
24/11/2010,0,12,13,20,22,25
24/11/2010,2,13,22,27,36,40
24/11/2010,1,2,17,38,40,41
28/11/2010,2,5,15,19,39,44
28/11/2010,3,4,8,33,34,42
28/11/2010,13,19,23,25,29,37
28/11/2010,4,6,18,28,38,40
01/12/2010,2,14,19,22,37,39
01/12/2010,5,10,22,28,30,37
01/12/2010,1,19,29,36,38,45
01/12/2010,3,7,13,17,20,45
05/12/2010,22,23,25,33,36,42
05/12/2010,0,3,6,15,25,34
05/12/2010,9,21,27,32,35,37
05/12/2010,15,22,25,27,30,43
07/12/2010,3,24,33,40,43,44
07/12/2010,1,7,27,33,35,38
07/12/2010,4,5,7,21,30,36
07/12/2010,4,6,9,30,34,43
12/12/2010,7,21,28,29,36,37
12/12/2010,6,23,24,26,27,39
12/12/2010,9,17,36,37,41,42
12/12/2010,2,28,31,33,40,41
15/12/2010,8,14,16,26,31,45
15/12/2010,9,21,25,26,30,33
15/12/2010,0,6,11,14,16,18
15/12/2010,10,14,30,32,38,40
19/12/2010,2,8,20,21,43,45
19/12/2010,2,12,27,29,38,43
19/12/2010,6,8,10,18,30,32
19/12/2010,0,4,12,14,23,25
22/12/2010,1,10,27,28,39,45
22/12/2010,2,7,8,14,21,44
22/12/2010,1,12,14,21,30,38
22/12/2010,2,13,14,19,22,36
26/12/2010,2,10,19,20,28,33
26/12/2010,2,3,22,24,42,44
26/12/2010,0,8,10,14,21,22
26/12/2010,2,6,9,31,33,37
29/12/2010,5,21,33,34,38,40
29/12/2010,0,4,9,18,20,24
29/12/2010,1,2,5,14,18,39
29/12/2010,0,2,6,20,31,37
02/01/2011,0,11,13,16,35,36
02/01/2011,6,16,19,20,23,34
02/01/2011,2,4,6,7,29,42
02/01/2011,24,26,31,33,35,37
05/01/2011,0,4,10,17,21,43
05/01/2011,5,12,19,24,25,45
05/01/2011,11,12,27,30,38,40
05/01/2011,0,2,4,6,11,16
09/01/2011,6,8,12,15,19,44
09/01/2011,5,19,21,29,32,34
09/01/2011,1,2,8,14,34,39
09/01/2011,0,7,12,21,26,31
12/01/2011,0,4,11,32,36,45
12/01/2011,3,8,10,20,22,33
12/01/2011,6,8,10,36,37,39
12/01/2011,7,17,18,30,35,36
16/01/2011,7,9,34,38,40,45
16/01/2011,6,11,12,17,33,42
16/01/2011,7,16,22,32,33,36
16/01/2011,0,14,18,24,28,42
19/01/2011,4,13,22,28,36,39
19/01/2011,0,13,30,36,37,38
19/01/2011,6,14,26,38,42,44
19/01/2011,3,14,18,25,28,34
23/01/2011,0,4,12,17,19,42
23/01/2011,2,24,33,39,40,45
23/01/2011,3,6,9,21,23,40
23/01/2011,14,28,33,34,36,43
26/01/2011,3,5,8,16,23,44
26/01/2011,0,3,5,10,15,21
26/01/2011,8,21,36,38,39,41
26/01/2011,7,8,18,35,38,39
30/01/2011,9,19,23,32,33,42
30/01/2011,5,6,7,11,25,39
30/01/2011,4,9,14,35,39,43
30/01/2011,3,6,9,12,15,31
02/02/2011,0,1,7,8,10,21
02/02/2011,5,12,22,25,27,31
02/02/2011,3,6,13,31,42,44
02/02/2011,1,3,11,14,25,40
06/02/2011,4,6,23,31,32,44
06/02/2011,13,18,19,24,32,41
06/02/2011,2,16,28,34,40,43
06/02/2011,0,7,14,19,24,35
09/02/2011,1,7,15,23,32,33
09/02/2011,4,7,12,39,43,45
09/02/2011,20,21,25,27,36,37
09/02/2011,2,10,18,22,29,42
13/02/2011,0,5,8,21,25,27
13/02/2011,2,6,15,32,34,42
13/02/2011,8,18,23,27,43,45
13/02/2011,10,17,22,31,37,43
16/02/2011,1,4,23,28,43,45
16/02/2011,9,15,16,20,33,40
16/02/2011,5,9,14,24,31,33
16/02/2011,1,6,7,9,20,38
20/02/2011,9,21,26,29,38,45
20/02/2011,2,8,10,23,36,43
20/02/2011,3,5,7,9,18,23
20/02/2011,5,7,9,10,25,45
23/02/2011,15,19,26,36,37,38
23/02/2011,9,26,28,36,38,42
23/02/2011,0,1,11,20,21,29
23/02/2011,5,11,19,28,30,33
27/02/2011,21,22,24,31,37,38
27/02/2011,9,16,28,33,35,40
27/02/2011,0,12,15,27,30,37
27/02/2011,6,8,9,14,34,43
02/03/2011,3,9,10,14,16,44
02/03/2011,13,21,22,24,32,39
02/03/2011,10,15,19,25,33,45
02/03/2011,3,10,17,28,39,43
06/03/2011,4,31,33,34,37,41
06/03/2011,6,13,16,19,22,39
06/03/2011,3,8,12,24,42,44
06/03/2011,1,8,10,32,33,40
10/03/2011,2,7,8,18,29,42
10/03/2011,9,17,30,31,42,44
10/03/2011,2,5,9,19,22,23
10/03/2011,2,9,12,23,28,43
13/03/2011,2,10,18,19,29,42
13/03/2011,4,5,10,27,35,36
13/03/2011,1,6,9,17,32,34
13/03/2011,2,14,22,33,35,42
16/03/2011,22,25,36,39,40,41
16/03/2011,1,3,13,20,23,28
16/03/2011,8,16,17,19,31,37
16/03/2011,1,11,23,25,34,35
20/03/2011,0,1,3,5,12,43
20/03/2011,1,4,6,7,13,24
20/03/2011,0,4,31,32,42,45
20/03/2011,7,11,14,15,30,38
23/03/2011,3,7,21,30,33,34
23/03/2011,0,7,18,21,32,43
23/03/2011,15,16,20,25,37,41
23/03/2011,2,3,16,23,32,42
27/03/2011,6,7,17,19,27,43
27/03/2011,19,26,28,30,33,37
27/03/2011,12,22,31,36,37,44
27/03/2011,0,2,3,12,16,37
30/03/2011,2,3,18,33,35,45
30/03/2011,0,18,19,21,27,28
30/03/2011,2,9,20,24,29,35
30/03/2011,3,7,16,19,28,39
03/04/2011,6,7,25,31,34,35
03/04/2011,2,10,18,20,34,38
03/04/2011,0,3,19,23,36,37
03/04/2011,1,13,19,20,31,39
06/04/2011,2,3,13,18,26,39
06/04/2011,14,17,24,27,34,42
06/04/2011,12,14,18,31,40,41
06/04/2011,2,4,5,15,25,41
10/04/2011,0,3,9,28,33,39
10/04/2011,3,15,21,23,32,39
10/04/2011,3,5,7,8,14,45
10/04/2011,10,14,17,31,35,36
13/04/2011,9,15,16,25,31,38
13/04/2011,4,20,25,38,42,45
13/04/2011,1,9,12,21,28,29
13/04/2011,9,10,22,36,39,40
17/04/2011,0,1,3,18,25,36
17/04/2011,5,7,11,23,44,45
17/04/2011,2,9,18,25,26,35
17/04/2011,1,10,32,37,38,44
20/04/2011,5,9,11,15,32,36
20/04/2011,5,8,18,20,21,31
20/04/2011,5,9,33,37,38,45
20/04/2011,9,17,18,24,41,43
24/04/2011,1,4,27,29,32,34
24/04/2011,2,5,14,24,41,45
24/04/2011,0,8,20,28,36,45
24/04/2011,18,22,26,29,38,44
27/04/2011,0,10,13,15,29,30
27/04/2011,1,7,8,20,21,39
27/04/2011,4,6,10,31,32,33
27/04/2011,1,9,10,26,28,35
02/05/2011,8,21,25,28,39,43
02/05/2011,9,13,14,25,27,42
02/05/2011,5,8,10,11,18,27
02/05/2011,1,3,10,15,30,36
04/05/2011,8,10,17,20,32,43
04/05/2011,3,20,26,28,33,45
04/05/2011,4,5,6,16,29,43
04/05/2011,1,2,7,18,20,27
08/05/2011,1,4,5,20,33,43
08/05/2011,7,12,14,31,32,44
08/05/2011,2,9,15,23,38,42
08/05/2011,1,8,23,33,38,40
11/05/2011,5,16,33,37,39,42
11/05/2011,10,11,19,30,31,34
11/05/2011,8,9,31,36,40,45
11/05/2011,10,15,23,24,28,45
15/05/2011,6,10,15,19,23,38
15/05/2011,2,10,20,22,41,44
15/05/2011,3,20,24,29,35,43
15/05/2011,1,7,8,10,19,22
18/05/2011,15,19,22,27,33,34
18/05/2011,1,4,22,24,25,39
18/05/2011,10,11,14,17,27,33
18/05/2011,5,7,10,12,42,45
22/05/2011,6,9,18,25,29,45
22/05/2011,3,7,8,15,35,42
22/05/2011,1,20,29,33,36,38
22/05/2011,0,13,17,30,32,43
26/05/2011,7,16,26,27,42,45
26/05/2011,10,18,19,21,26,32
26/05/2011,3,4,5,22,25,45
26/05/2011,3,8,13,20,24,44
29/05/2011,0,7,11,13,28,36
29/05/2011,4,17,21,22,33,44
29/05/2011,0,7,10,15,20,24
29/05/2011,10,19,24,27,28,34
01/06/2011,0,26,29,34,37,42
01/06/2011,7,9,15,18,21,23
01/06/2011,0,1,2,9,21,24
01/06/2011,7,34,35,37,43,44
05/06/2011,17,30,32,34,42,43
05/06/2011,1,21,31,33,42,45
05/06/2011,5,10,15,25,41,43
05/06/2011,4,18,31,32,43,45
08/06/2011,1,11,22,33,39,40
08/06/2011,12,13,16,22,26,36
08/06/2011,6,13,21,35,42,43
08/06/2011,0,2,5,30,39,42
12/06/2011,3,5,6,10,14,32
12/06/2011,8,10,23,27,28,29
12/06/2011,8,20,23,25,36,42
12/06/2011,5,9,12,19,25,43
15/06/2011,0,8,10,15,30,37
15/06/2011,3,16,18,19,37,41
15/06/2011,1,2,15,18,28,33
15/06/2011,9,18,25,36,37,45
19/06/2011,8,13,17,23,35,43
19/06/2011,4,6,8,17,27,32
19/06/2011,1,4,7,9,30,33
19/06/2011,0,5,14,16,19,36
22/06/2011,0,1,5,6,26,44
22/06/2011,4,14,15,19,30,31
22/06/2011,2,4,10,40,41,44
22/06/2011,2,10,18,35,37,45
26/06/2011,0,13,19,22,28,43
26/06/2011,3,20,32,39,41,45
26/06/2011,5,8,9,10,26,45
26/06/2011,1,3,13,16,19,45
29/06/2011,8,10,21,31,37,44
29/06/2011,2,15,16,26,27,28
29/06/2011,0,9,15,35,38,44
29/06/2011,3,4,5,8,12,45
03/07/2011,1,3,7,8,19,41
03/07/2011,1,25,31,36,44,45
03/07/2011,16,30,35,37,41,43
03/07/2011,2,9,14,25,32,37
06/07/2011,3,12,13,16,18,34
06/07/2011,0,3,7,14,23,37
06/07/2011,1,7,8,22,26,38
06/07/2011,2,10,13,30,38,45
10/07/2011,12,19,28,35,43,44
10/07/2011,13,15,18,25,27,37
10/07/2011,7,8,31,35,43,45
10/07/2011,14,15,16,25,39,44
13/07/2011,10,22,35,36,37,44
13/07/2011,1,5,10,20,22,28
13/07/2011,1,10,15,26,40,44
13/07/2011,5,16,28,38,39,43
17/07/2011,0,6,9,19,36,38
17/07/2011,1,2,4,14,39,45
17/07/2011,6,11,16,27,37,41
17/07/2011,1,15,25,26,32,34
20/07/2011,1,3,16,17,22,39
20/07/2011,1,4,16,20,30,40
20/07/2011,2,7,21,22,25,29
20/07/2011,1,12,24,34,38,41
24/07/2011,0,2,26,28,38,39
24/07/2011,0,11,23,26,38,40
24/07/2011,8,9,31,39,43,44
24/07/2011,3,4,24,25,34,40
27/07/2011,10,13,26,34,35,43
27/07/2011,20,23,30,31,37,42
27/07/2011,0,5,24,28,29,41
27/07/2011,2,5,6,12,28,32
31/07/2011,4,24,28,39,41,45
31/07/2011,9,17,25,31,32,37
31/07/2011,3,9,15,23,39,44
31/07/2011,8,19,20,29,32,43
03/08/2011,2,23,24,35,44,45
03/08/2011,1,18,27,35,36,43
03/08/2011,10,13,20,21,23,33
03/08/2011,6,8,10,11,18,33
07/08/2011,3,13,17,32,39,43
07/08/2011,1,2,7,17,30,43
07/08/2011,2,4,6,9,21,29
07/08/2011,3,8,11,31,41,43
10/08/2011,3,7,12,24,42,44
10/08/2011,8,16,32,39,40,43
10/08/2011,7,9,14,19,37,40
10/08/2011,7,9,17,31,40,42
14/08/2011,5,10,15,17,34,45
14/08/2011,11,15,23,36,40,44
14/08/2011,0,8,20,23,27,35
14/08/2011,3,5,11,14,30,43
17/08/2011,9,10,22,28,29,40
17/08/2011,0,10,11,17,28,45
17/08/2011,0,15,21,22,29,38
17/08/2011,1,4,17,26,32,41
21/08/2011,11,24,27,36,38,41
21/08/2011,19,20,28,33,38,45
21/08/2011,12,28,34,35,36,41
21/08/2011,2,5,19,27,30,36
24/08/2011,1,8,13,22,41,43
24/08/2011,2,8,9,14,19,40
24/08/2011,6,7,11,31,35,42
24/08/2011,4,6,9,24,28,43
28/08/2011,0,3,25,32,39,45
28/08/2011,3,25,29,33,37,42
28/08/2011,12,22,29,32,33,41
28/08/2011,4,5,10,17,36,37
31/08/2011,0,10,14,22,23,25
31/08/2011,1,3,4,5,18,30
31/08/2011,3,6,11,12,37,42
31/08/2011,4,8,14,19,26,38
04/09/2011,4,11,12,20,39,41
04/09/2011,7,17,27,29,34,45
04/09/2011,7,9,15,37,43,45
04/09/2011,0,26,35,42,43,44
07/09/2011,12,16,18,31,36,44
07/09/2011,0,5,7,25,26,27
07/09/2011,8,14,15,26,29,42
07/09/2011,3,5,10,20,23,37
11/09/2011,3,8,13,38,39,41
11/09/2011,3,5,9,16,17,29
11/09/2011,4,18,34,38,39,41
11/09/2011,7,14,22,27,29,35
14/09/2011,1,18,21,29,32,35
14/09/2011,2,3,10,17,26,42
14/09/2011,7,10,21,24,25,43
14/09/2011,6,11,17,24,29,31
18/09/2011,18,31,34,37,43,45
18/09/2011,4,16,21,30,39,43
18/09/2011,0,2,7,8,23,39
18/09/2011,14,23,35,37,40,45
21/09/2011,5,16,28,31,36,39
21/09/2011,5,19,24,28,29,30
21/09/2011,1,2,20,35,36,44
21/09/2011,6,9,15,17,26,34
25/09/2011,2,5,18,22,31,32
25/09/2011,0,10,41,42,43,44
25/09/2011,1,8,16,24,31,41
25/09/2011,8,10,14,22,34,41
28/09/2011,0,4,12,13,37,41
28/09/2011,4,6,8,9,23,31
28/09/2011,6,7,13,32,38,43
28/09/2011,0,3,16,19,25,44
02/10/2011,3,5,23,32,41,42
02/10/2011,5,8,9,10,13,22
02/10/2011,4,7,9,33,35,37
02/10/2011,1,14,18,23,37,42
05/10/2011,21,27,29,35,38,41
05/10/2011,11,12,27,28,30,37
05/10/2011,13,24,26,27,33,37
05/10/2011,2,6,9,10,22,40
09/10/2011,1,2,10,11,13,20
09/10/2011,8,9,11,15,19,45
09/10/2011,8,22,37,39,42,45
09/10/2011,3,5,11,30,38,43
12/10/2011,2,16,33,36,37,45
12/10/2011,0,20,26,29,32,36
12/10/2011,3,4,5,8,23,45
12/10/2011,4,12,14,22,23,26
16/10/2011,0,1,8,23,36,43
16/10/2011,2,37,38,39,41,43
16/10/2011,3,7,28,29,30,37
16/10/2011,7,18,19,26,31,33
19/10/2011,7,29,31,34,35,45
19/10/2011,2,9,15,23,26,29
19/10/2011,15,19,23,36,40,44
19/10/2011,10,15,32,35,40,41
23/10/2011,3,9,15,22,28,44
23/10/2011,6,8,25,33,36,37
23/10/2011,13,14,28,29,33,34
23/10/2011,3,6,22,28,29,31
26/10/2011,9,16,20,31,33,36
26/10/2011,2,4,15,34,42,43
26/10/2011,6,20,25,35,37,41
26/10/2011,1,9,27,33,34,45
30/10/2011,8,10,18,28,29,43
30/10/2011,8,25,26,30,32,34
30/10/2011,4,5,6,32,44,45
30/10/2011,2,4,9,18,23,25
02/11/2011,17,25,30,31,35,43
02/11/2011,1,5,9,11,16,35
02/11/2011,11,14,15,17,22,33
02/11/2011,3,5,12,16,21,41
06/11/2011,6,9,14,19,24,40
06/11/2011,5,16,21,34,36,41
06/11/2011,2,5,8,28,40,43
06/11/2011,6,9,12,21,25,42
09/11/2011,7,10,16,18,23,40
09/11/2011,3,11,17,24,35,41
09/11/2011,5,6,7,33,41,44
09/11/2011,1,15,24,34,36,41
13/11/2011,3,18,28,33,35,42
13/11/2011,2,13,25,26,39,41
13/11/2011,1,2,14,34,38,42
13/11/2011,6,12,23,27,29,43
16/11/2011,8,13,20,33,40,45
16/11/2011,4,11,14,37,39,44
16/11/2011,2,3,13,19,24,31
16/11/2011,3,18,24,27,28,45
20/11/2011,2,8,9,25,28,32
20/11/2011,9,21,23,24,37,42
20/11/2011,7,13,21,27,29,33
20/11/2011,3,10,16,18,35,39
23/11/2011,3,5,13,36,41,43
23/11/2011,10,16,17,19,30,35
23/11/2011,1,13,24,33,39,40
23/11/2011,6,14,21,30,34,45
27/11/2011,7,24,29,32,36,40
27/11/2011,1,26,28,35,41,45
27/11/2011,18,19,23,35,36,39
27/11/2011,2,21,22,30,39,41
30/11/2011,0,4,10,14,19,38
30/11/2011,6,10,37,38,41,43
30/11/2011,2,12,15,20,23,33
30/11/2011,2,3,4,10,18,42
04/12/2011,4,19,23,29,37,39
04/12/2011,10,15,18,21,37,44
04/12/2011,0,8,10,12,35,42
04/12/2011,6,11,24,27,28,38
07/12/2011,17,22,26,30,31,42
07/12/2011,15,17,21,26,28,35
07/12/2011,8,14,23,27,30,32
07/12/2011,9,14,34,35,37,44
11/12/2011,4,6,8,26,41,43
11/12/2011,22,27,31,32,35,36
11/12/2011,1,9,15,21,22,41
11/12/2011,0,8,13,17,22,41
14/12/2011,3,8,13,24,26,37
14/12/2011,2,5,13,14,16,22
14/12/2011,7,11,13,16,19,26
14/12/2011,7,17,22,39,41,45
18/12/2011,2,25,28,29,42,45
18/12/2011,1,2,27,35,38,43
18/12/2011,6,23,30,34,38,43
18/12/2011,2,6,10,12,25,44
21/12/2011,1,3,5,25,27,32
21/12/2011,2,20,22,30,31,32
21/12/2011,8,14,19,30,33,38
21/12/2011,2,12,16,18,22,43
26/12/2011,3,10,15,20,31,45
26/12/2011,10,15,25,26,34,36
26/12/2011,4,12,27,30,33,35
26/12/2011,4,13,34,38,40,45
28/12/2011,4,25,27,28,33,36
28/12/2011,0,3,14,17,28,34
28/12/2011,0,7,10,13,27,33
28/12/2011,6,8,11,24,29,38
01/01/2012,3,5,6,34,37,41
01/01/2012,0,12,18,29,36,42
01/01/2012,8,17,23,29,41,44
01/01/2012,7,10,12,23,28,45
04/01/2012,2,12,22,23,24,43
04/01/2012,8,14,19,28,30,40
04/01/2012,2,28,29,36,38,45
04/01/2012,1,4,7,10,40,43
08/01/2012,2,10,15,28,41,45
08/01/2012,5,15,16,19,22,28
08/01/2012,1,7,29,30,32,35
08/01/2012,9,20,21,30,31,34
11/01/2012,4,8,10,12,34,35
11/01/2012,8,20,22,37,40,42
11/01/2012,0,26,27,33,44,45
11/01/2012,18,25,31,36,37,40
15/01/2012,21,24,30,33,39,41
15/01/2012,12,17,23,25,33,35
15/01/2012,17,22,25,31,40,45
15/01/2012,1,2,26,28,36,37
18/01/2012,1,6,9,11,25,44
18/01/2012,1,5,8,11,19,34
18/01/2012,10,22,32,34,35,38
18/01/2012,8,11,18,34,41,45
22/01/2012,5,26,27,28,32,43
22/01/2012,3,9,15,20,32,45
22/01/2012,0,6,13,21,25,28
22/01/2012,16,17,20,32,35,39
25/01/2012,9,10,35,37,38,45
25/01/2012,5,14,21,29,31,42
25/01/2012,14,15,19,28,34,35
25/01/2012,5,8,24,33,42,44
29/01/2012,19,23,25,33,40,44
29/01/2012,0,5,10,11,19,42
29/01/2012,0,3,5,7,19,36
29/01/2012,4,9,12,21,33,37
01/02/2012,19,28,34,36,38,44
01/02/2012,5,10,11,15,27,36
01/02/2012,18,21,30,31,40,42
01/02/2012,0,3,8,11,19,28
05/02/2012,11,23,39,42,43,45
05/02/2012,9,20,23,24,34,38
05/02/2012,0,14,15,19,37,41
05/02/2012,1,2,5,17,27,41
08/02/2012,1,9,15,20,42,44
08/02/2012,1,18,27,28,35,41
08/02/2012,2,7,15,26,29,44
08/02/2012,2,8,19,27,34,43
12/02/2012,7,16,18,20,26,39
12/02/2012,13,18,20,22,35,45
12/02/2012,2,12,13,17,21,27
12/02/2012,1,20,32,34,35,42
15/02/2012,11,12,26,28,40,43
15/02/2012,1,6,13,27,29,38
15/02/2012,12,25,26,30,31,34
15/02/2012,1,2,7,20,31,42
19/02/2012,6,9,20,26,34,40
19/02/2012,5,9,11,18,23,33
19/02/2012,2,9,20,22,40,44
19/02/2012,6,8,17,20,41,42
22/02/2012,3,10,12,24,37,39
22/02/2012,5,18,26,33,38,40
22/02/2012,3,12,24,34,36,45
22/02/2012,2,15,22,36,38,41
26/02/2012,11,15,23,25,31,35
26/02/2012,6,16,21,25,40,45
26/02/2012,6,15,24,28,32,35
26/02/2012,6,11,15,23,28,41
29/02/2012,25,28,37,38,39,40
29/02/2012,4,11,13,29,37,40
29/02/2012,1,7,23,30,44,45
29/02/2012,0,5,13,22,32,38
04/03/2012,2,8,17,35,41,44
04/03/2012,2,10,17,32,35,44
04/03/2012,0,1,16,17,19,29
04/03/2012,4,9,21,23,29,36
07/03/2012,0,11,19,28,34,37
07/03/2012,2,3,4,30,36,44
07/03/2012,15,25,35,37,42,44
07/03/2012,8,9,18,20,22,40
11/03/2012,6,7,25,28,30,40
11/03/2012,9,16,21,22,32,37
11/03/2012,1,4,18,23,28,38
11/03/2012,1,6,25,28,30,35
14/03/2012,3,8,12,14,17,28
14/03/2012,1,8,24,28,33,41
14/03/2012,6,7,9,16,37,38
14/03/2012,6,8,19,20,23,35
18/03/2012,0,12,23,26,29,32
18/03/2012,4,13,22,23,43,44
18/03/2012,10,14,16,19,20,37
18/03/2012,6,22,24,33,38,44
21/03/2012,6,14,25,31,35,37
21/03/2012,1,7,14,25,38,42
21/03/2012,6,10,22,32,39,43
21/03/2012,3,16,23,37,42,45
25/03/2012,0,3,16,19,35,36
25/03/2012,1,3,26,28,29,35
25/03/2012,1,7,10,11,17,38
25/03/2012,4,9,24,28,31,36
28/03/2012,5,7,11,15,32,41
28/03/2012,1,6,9,16,32,41
28/03/2012,1,16,20,24,28,37
28/03/2012,0,2,4,13,16,36
01/04/2012,2,7,10,16,19,25
01/04/2012,7,17,20,26,37,43
01/04/2012,11,14,15,17,33,41
01/04/2012,2,8,16,19,26,45
04/04/2012,2,3,9,11,21,24
04/04/2012,6,18,21,23,40,42
04/04/2012,1,17,31,32,39,44
04/04/2012,4,6,10,14,30,41
08/04/2012,5,15,24,25,33,42
08/04/2012,19,25,26,31,36,42
08/04/2012,0,10,13,19,28,33
08/04/2012,7,9,11,20,34,35
11/04/2012,6,9,27,37,40,44
11/04/2012,5,13,23,36,38,41
11/04/2012,7,12,28,29,31,32
11/04/2012,2,9,10,25,26,44
